#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
GCF_013490925.1_00004 -          16                   16           5.1e-16   56.2  14.8   1.7e-15   54.4  14.8   1.8   1   1   0   1   1   1   1 -
GCA_016600835.1_00003 -          16                   16           4.9e-14   49.7   5.6   8.6e-14   48.9   5.6   1.4   1   0   0   1   1   1   1 -
GCA_009654915.1_00002 -          42                   42           5.2e-27   92.7   0.0   8.2e-27   92.0   0.0   1.3   1   0   0   1   1   1   1 -
GCF_003369305.1_00011 -          42                   42           4.7e-26   89.5   0.1   6.2e-26   89.1   0.1   1.1   1   0   0   1   1   1   1 -
GCA_028897465.1_00007 -          42                   42           8.4e-25   85.4   0.4   1.1e-24   85.1   0.4   1.1   1   0   0   1   1   1   1 -
GCA_006384715.1_00013 -          42                   42           1.2e-24   84.9   0.3   4.1e-24   83.2   0.3   1.6   1   1   0   1   1   1   1 -
GCA_020492065.1_00004 -          42                   42           1.5e-24   84.6   1.2   1.9e-24   84.2   1.2   1.1   1   0   0   1   1   1   1 -
GCF_002956085.1_00008 -          42                   42           1.8e-24   84.3   0.1   3.7e-24   83.3   0.1   1.3   1   1   0   1   1   1   1 -
GCA_009797585.2_00014 -          42                   42             6e-24   82.6   0.1   1.1e-23   81.7   0.1   1.3   1   1   0   1   1   1   1 -
GCA_009797615.2_00014 -          42                   42             6e-24   82.6   0.1   1.1e-23   81.7   0.1   1.3   1   1   0   1   1   1   1 -
GCA_016653745.1_00055 -          42                   42           2.7e-23   80.5   0.7   3.4e-23   80.1   0.7   1.2   1   0   0   1   1   1   1 -
GCF_002602585.1_00006 -          42                   42           3.3e-23   80.2   0.9     4e-23   79.9   0.9   1.1   1   0   0   1   1   1   1 -
GCF_004875685.1_00013 -          42                   42           4.7e-23   79.7   2.6   5.9e-23   79.3   2.6   1.1   1   0   0   1   1   1   1 -
GCA_902989295.1_00006 -          42                   42           1.5e-20   71.4   0.2     2e-20   71.0   0.2   1.1   1   0   0   1   1   1   1 -
GCA_903231675.1_00048 -          42                   42           1.5e-20   71.4   0.1   1.4e-19   68.3   0.1   2.0   1   1   0   1   1   1   1 -
GCF_000929515.1_00015 -          42                   42           1.8e-20   71.2   0.1   4.8e-20   69.8   0.1   1.5   1   1   0   1   1   1   1 -
GCA_006516795.1_00011 -          42                   42           6.4e-19   66.1   2.4   8.7e-19   65.6   2.4   1.1   1   0   0   1   1   1   1 -
GCA_015644885.1_00035 -          42                   42           3.7e-18   63.6   0.0   4.8e-18   63.2   0.0   1.1   1   0   0   1   1   1   1 -
GCA_006516735.1_00010 -          42                   42           5.5e-18   63.0   0.0   1.5e-17   61.5   0.0   1.7   2   1   0   2   2   1   1 -
GCA_024499755.1_00005 -          42                   42           9.7e-18   62.2   0.1   1.5e-17   61.6   0.1   1.3   1   1   0   1   1   1   1 -
GCF_000858745.1_00010 -          42                   42           1.9e-17   61.2   0.0   2.5e-17   60.8   0.0   1.1   1   0   0   1   1   1   1 -
GCF_000905875.1_00010 -          42                   42           2.6e-17   60.8   0.1   3.4e-17   60.4   0.1   1.1   1   0   0   1   1   1   1 -
GCA_021090025.1_00049 -          42                   42           3.7e-16   57.0   0.2   4.8e-16   56.6   0.2   1.2   1   0   0   1   1   1   1 -
GCA_009651575.1_00001 -          42                   42           1.5e-12   45.1   0.0   1.9e-12   44.8   0.0   1.2   1   0   0   1   1   1   1 -
GCF_003369305.1_00011 -          46                   46             3e-13   47.1   0.2   3.5e-13   46.9   0.2   1.1   1   0   0   1   1   1   1 -
GCF_004875685.1_00013 -          46                   46           8.1e-09   32.5   1.9   9.9e-09   32.2   1.9   1.1   1   0   0   1   1   1   1 -
GCF_000858745.1_00010 -          46                   46           1.6e-07   28.2   0.2     2e-07   27.9   0.2   1.1   1   0   0   1   1   1   1 -
GCA_015644885.1_00035 -          46                   46           1.9e-07   28.0   0.0   2.4e-07   27.6   0.0   1.1   1   0   0   1   1   1   1 -
GCA_020492065.1_00004 -          46                   46           2.7e-07   27.5   0.4   4.1e-07   26.9   0.4   1.2   1   0   0   1   1   1   1 -
GCA_024499755.1_00005 -          46                   46           3.1e-07   27.3   1.9   3.6e-07   27.1   1.9   1.1   1   0   0   1   1   1   1 -
GCA_009654915.1_00002 -          46                   46           5.2e-07   26.5   0.0   6.5e-07   26.2   0.0   1.1   1   0   0   1   1   1   1 -
GCF_000907035.1_00010 -          94                   94           1.2e-58  196.7   0.0   1.6e-58  196.3   0.0   1.2   1   0   0   1   1   1   1 -
GCA_024499755.1_00042 -          94                   94           3.6e-51  172.1   0.0   4.5e-51  171.7   0.0   1.1   1   0   0   1   1   1   1 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      domains_hmm/domains_Burstein.hmm
# Target file:     upstream_search/upstream.faa
# Option settings: hmmsearch --tblout domain_tables/upstream_domains.tsv --noali --notextw -E 0.000001 --domE 0.000001 domains_hmm/domains_Burstein.hmm upstream_search/upstream.faa 
# Current dir:     /home/oxalotl/PycharmProjects/anti_defence_pipeline
# Date:            Tue Aug  1 20:35:54 2023
# [ok]
