phrog_245	GCF_003308855.1_00010	40	0.510	6.655E-05	77	115	257	84	122	263
phrog_245	GCA_019466425.2_00034	40	0.521	6.655E-05	77	114	257	85	122	275
phrog_245	GCF_003958785.1_00003	40	0.516	8.854E-05	77	114	257	85	122	275
phrog_245	GCF_003094295.1_00005	39	0.628	2.084E-04	85	113	257	89	117	275
phrog_6611	GCF_003601515.1_00006	42	0.616	1.153E-05	141	172	178	2	33	140
phrog_21597	GCA_023571595.1_00017	198	1.00	1.868E-61	0	74	75	0	74	75
phrog_21597	GCA_020868905.1_00052	198	1.00	1.868E-61	0	74	75	0	74	75
phrog_21597	GCF_002611705.1_00006	198	1.00	1.868E-61	0	74	75	0	74	75
phrog_21597	GCF_003575725.1_00007	196	1.00	9.084E-61	0	74	75	0	74	75
phrog_21597	GCA_002618525.1_00031	196	1.00	9.084E-61	0	74	75	0	74	75
phrog_21597	GCF_000866045.1_00009	196	1.00	9.084E-61	0	74	75	0	74	75
phrog_21597	GCF_002618485.1_00028	176	1.00	9.223E-54	0	74	75	0	74	75
phrog_3474	GCA_023078915.1_00007	68	0.587	3.778E-16	1	57	70	3	59	65
phrog_37123	GCA_015502225.1_00042	102	0.743	3.976E-28	4	69	71	0	65	67
phrog_31405	GCF_000881355.2_00004	417	1.00	1.880E-135	0	167	168	0	167	168
phrog_31405	GCF_001745895.1_00008	413	1.00	2.347E-134	0	167	168	0	170	171
phrog_31405	GCA_016600895.1_00004	398	1.00	7.124E-129	0	167	168	0	169	170
phrog_31405	GCA_021355615.1_00005	66	0.456	4.158E-14	13	86	168	7	83	154
phrog_3955	GCA_026273205.1_00002	88	0.812	1.325E-23	0	50	51	0	50	51
phrog_2059	GCF_013490925.1_00004	73	0.268	2.125E-16	7	152	168	0	187	204
phrog_2059	GCA_016600835.1_00003	51	0.524	4.991E-09	104	152	168	120	168	185
phrog_19860	GCA_002922415.1_00055	158	1.00	1.096E-47	0	69	70	0	67	75
phrog_19860	GCF_000900475.1_00002	154	1.00	3.565E-46	0	69	70	0	67	75
phrog_19860	GCA_020869235.1_00049	153	1.00	6.715E-46	0	69	70	0	67	75
phrog_19860	GCA_002618525.1_00037	150	0.997	8.453E-45	0	69	70	0	67	75
phrog_13599	GCA_002955215.1_00011	173	1.00	7.342E-53	0	65	66	0	65	66
phrog_13599	GCA_002758975.1_00003	173	1.00	7.342E-53	0	65	66	0	65	66
phrog_13599	GCA_002758995.1_00003	173	1.00	7.342E-53	0	65	66	0	65	66
phrog_13599	GCF_000892295.1_00003	173	1.00	7.342E-53	0	65	66	0	65	66
phrog_13599	GCA_003344185.1_00003	173	1.00	7.342E-53	0	65	66	0	65	66
phrog_13599	GCA_002955225.1_00007	169	1.00	9.232E-52	0	65	66	0	65	66
phrog_13599	GCA_002955265.1_00003	169	1.00	9.232E-52	0	65	66	0	65	66
phrog_13599	GCA_002955275.1_00016	169	1.00	9.232E-52	0	65	66	0	65	66
phrog_13599	GCA_002955545.1_00010	169	1.00	9.232E-52	0	65	66	0	65	66
phrog_13599	GCA_002955165.1_00047	169	1.00	9.232E-52	0	65	66	0	65	66
phrog_13599	GCA_024138065.2_00003	167	1.00	8.461E-51	0	65	66	0	65	66
phrog_13599	GCA_002759015.1_00003	147	1.00	6.332E-44	11	65	66	0	54	55
phrog_13599	GCA_002629945.1_00004	144	1.00	5.810E-43	0	60	66	0	60	66
phrog_13599	GCF_000864645.1_00004	144	1.00	5.810E-43	0	60	66	0	60	66
phrog_16003	GCF_000849825.2_00006	205	0.592	8.335E-62	0	176	178	0	160	162
phrog_16003	GCF_000873225.1_00013	171	0.529	6.727E-50	8	176	178	8	147	149
phrog_16003	GCA_020490015.1_00009	78	0.302	9.492E-18	4	167	178	1	138	149
phrog_23478	GCF_001501275.1_00004	432	1.00	1.056E-140	0	165	166	0	165	166
phrog_23478	GCF_001041455.1_00005	423	1.00	7.979E-138	0	165	166	0	165	166
phrog_23478	GCF_002743475.1_00004	396	1.00	1.666E-128	0	165	166	0	165	166
phrog_23478	GCF_001041815.1_00005	382	1.00	1.432E-123	0	165	166	0	165	166
phrog_7244	GCA_009654915.1_00002	39	0.238	2.264E-04	128	243	269	59	175	280
phrog_37607	GCF_000918515.1_00010	147	1.00	4.905E-44	0	60	61	0	60	61
phrog_307	GCF_003958805.1_00004	102	0.617	4.012E-26	57	138	171	63	144	148
phrog_307	GCF_003601515.1_00006	98	0.651	6.730E-25	64	137	171	63	135	140
phrog_307	GCF_002958515.1_00010	95	0.596	6.025E-24	59	138	171	64	143	147
phrog_307	GCF_004338395.1_00010	94	0.576	2.107E-23	57	138	171	84	165	169
phrog_307	GCA_021378495.1_00044	89	0.560	1.228E-21	59	138	171	67	146	150
phrog_307	GCA_009672345.1_00004	89	0.560	1.228E-21	59	138	171	68	147	151
phrog_25438	GCF_000858745.1_00003	130	0.791	7.261E-38	0	78	79	6	81	82
phrog_25680	GCF_004875685.1_00005	139	1.00	3.793E-41	1	60	61	3	62	63
phrog_25247	GCA_026273205.1_00007	40	0.281	1.992E-04	422	509	520	24	114	116
phrog_36653	GCF_013490925.1_00004	41	0.331	1.095E-05	66	135	144	129	199	204
phrog_16022	GCF_000929515.1_00003	173	0.835	2.771E-52	0	98	99	0	92	93
phrog_16022	GCF_004875685.1_00002	173	0.833	3.802E-52	0	98	99	0	93	94
phrog_38794	GCF_003369305.1_00008	73	0.812	5.768E-18	25	66	69	14	55	59
phrog_38794	GCF_000929515.1_00012	45	0.596	3.828E-08	25	60	69	0	35	45
phrog_38794	GCF_000858745.1_00007	39	0.525	4.619E-06	25	60	69	0	35	44
phrog_38794	GCF_004875685.1_00011	38	0.521	6.360E-06	25	60	69	0	35	46
phrog_5558	GCF_002958515.1_00010	37	0.391	1.321E-05	2	51	57	3	48	147
phrog_5558	GCF_004338395.1_00010	37	0.391	1.321E-05	2	51	57	25	70	169
phrog_5558	GCA_021378495.1_00044	34	0.392	1.728E-04	4	48	57	4	44	150
phrog_5558	GCA_009672345.1_00004	34	0.392	1.728E-04	4	48	57	5	45	151
phrog_2585	GCA_012637035.1_00003	46	0.406	7.593E-07	6	56	194	325	384	408
phrog_423	GCF_004338395.1_00010	64	0.614	1.760E-13	8	55	154	98	148	169
phrog_423	GCF_002958515.1_00010	64	0.610	2.401E-13	8	55	154	76	126	147
phrog_423	GCF_003958805.1_00004	60	0.621	3.933E-12	13	55	154	81	127	148
phrog_423	GCF_003601515.1_00006	60	0.577	5.364E-12	11	58	154	72	122	140
phrog_423	GCA_021378495.1_00044	59	0.574	7.314E-12	8	55	154	79	129	150
phrog_423	GCA_009672345.1_00004	59	0.574	7.314E-12	8	55	154	80	130	151
phrog_586	GCA_903231675.1_00043	148	0.652	6.626E-43	16	128	135	12	120	132
phrog_586	GCA_902989295.1_00011	66	0.764	1.443E-14	15	55	135	0	38	45
phrog_17672	GCA_026273205.1_00011	859	1.00	4.778E-284	0	388	405	0	388	632
phrog_17672	GCA_020488535.1_00046	214	0.372	2.265E-61	47	388	405	28	359	582
phrog_17672	GCA_022401895.1_00044	195	0.401	8.392E-55	50	328	405	36	305	587
