GCA_006964805.1_00023	GCA_006964805.1_00023	hypothetical protein
GCA_006964805.1_00030	GCA_006964805.1_00030	hypothetical protein
GCA_006964805.1_00030	GCA_006964825.1_00032	hypothetical protein
GCA_006964805.1_00030	GCA_023369755.1_00032	hypothetical protein
GCA_006964805.1_00030	GCF_001042175.1_00032	N4-like RNA polymerase
GCA_007051245.1_00041	GCA_007051245.1_00041	putative endo-N-neuraminidase
GCA_008215485.1_00004	GCA_008215485.1_00004	hypothetical protein
GCA_008215505.1_00029	GCA_008215505.1_00029	hypothetical protein
GCA_008215505.1_00029	GCF_002624545.1_00015	DNA ligase
GCA_008215505.1_00029	GCF_002627925.1_00029	hypothetical protein
GCA_008215505.1_00029	GCA_025630395.2_00032	hypothetical protein
GCA_008215505.1_00029	GCA_025727435.1_00030	hypothetical protein
GCA_008215505.1_00029	GCF_000913195.1_00027	hypothetical protein
GCA_008215505.1_00029	GCF_000914055.1_00026	hypothetical protein
GCA_008215585.1_00051	GCA_008215585.1_00051	hypothetical protein
GCA_008215585.1_00051	GCA_013426615.1_00047	hypothetical protein
GCA_008215585.1_00051	GCA_019466405.1_00007	hypothetical protein
GCA_008215585.1_00051	GCA_020868875.1_00007	hypothetical protein
GCA_008215585.1_00051	GCA_020868985.1_00008	hypothetical protein
GCA_008215585.1_00051	GCA_020869015.1_00007	hypothetical protein
GCA_008215585.1_00051	GCA_021029405.1_00016	hypothetical protein
GCA_008215585.1_00051	GCA_021090065.1_00012	hypothetical protein
GCA_008215585.1_00051	GCA_022984365.1_00007	hypothetical protein
GCA_008215585.1_00051	GCF_002624065.1_00047	hypothetical protein
GCA_008215605.1_00026	GCA_008215605.1_00026	hypothetical protein
GCA_008215605.1_00026	GCA_020484165.1_00027	hypothetical protein
GCA_008215605.1_00026	GCA_020484375.1_00030	hypothetical protein
GCA_008215605.1_00026	GCA_020685065.1_00025	hypothetical protein
GCA_008215605.1_00026	GCA_022818295.1_00028	hypothetical protein
GCA_008215605.1_00026	GCA_018603575.1_00025	hypothetical protein
GCA_008215605.1_00026	GCA_019090035.1_00037	hypothetical protein
GCA_008215605.1_00026	GCA_021356245.1_00033	hypothetical protein
GCA_008215605.1_00026	GCF_000914055.1_00023	hypothetical protein
GCA_008215605.1_00026	GCA_017903795.1_00026	hypothetical protein
GCA_008215605.1_00027	GCA_008215605.1_00027	hypothetical protein
GCA_008215605.1_00027	GCA_010700905.1_00024	hypothetical protein
GCA_008215605.1_00027	GCA_016653875.1_00025	hypothetical protein
GCA_008215605.1_00027	GCA_020487845.1_00025	hypothetical protein
GCA_008215605.1_00027	GCA_021216275.1_00054	hypothetical protein
GCA_008215605.1_00027	GCA_022211185.1_00025	hypothetical protein
GCA_008215605.1_00027	GCA_025118095.1_00011	hypothetical protein
GCA_008215605.1_00027	GCF_000858425.1_00022	hypothetical protein
GCA_008215605.1_00027	GCF_000871265.1_00026	hypothetical protein
GCA_008215605.1_00027	GCF_000879115.1_00024	hypothetical protein
GCA_008215605.1_00027	GCF_000880375.1_00024	hypothetical protein
GCA_008215605.1_00027	GCF_000882755.1_00024	hypothetical protein
GCA_008215605.1_00027	GCF_000910915.1_00024	hypothetical protein
GCA_008215605.1_00027	GCF_000911255.1_00024	hypothetical protein
GCA_008215605.1_00027	GCF_001041515.1_00024	hypothetical protein
GCA_008215605.1_00027	GCF_003059655.1_00025	hypothetical protein
GCA_008215605.1_00027	GCF_003147045.1_00025	hypothetical protein
GCA_008215605.1_00027	GCF_004367775.1_00054	hypothetical protein
GCA_008215665.1_00001	GCA_008215665.1_00001	hypothetical protein
GCA_008215665.1_00001	GCA_009187985.1_00001	hypothetical protein
GCA_008215665.1_00001	GCA_014319835.1_00001	hypothetical protein
GCA_008215665.1_00001	GCA_019090055.1_00001	hypothetical protein
GCA_008215665.1_00001	GCA_023571615.1_00001	hypothetical protein
GCA_008215665.1_00001	GCA_024637825.1_00008	hypothetical protein
GCA_008215665.1_00001	GCF_000866705.1_00001	hypothetical protein
GCA_008215665.1_00001	GCF_002618545.1_00008	alpha%2Calpha-trehalase
GCA_008215805.1_00037	GCA_008215805.1_00037	putative DNA endonuclease VII
GCA_008215805.1_00037	GCA_008215925.1_00040	putative DNA endonuclease VII
GCA_008215805.1_00037	GCA_025084025.1_00006	hypothetical protein
GCA_014070475.1_00018	GCA_014070475.1_00018	hypothetical protein
GCA_014070475.1_00020	GCA_014070475.1_00020	hypothetical protein
GCA_014070475.1_00021	GCA_014070475.1_00021	hypothetical protein
GCA_014070475.1_00021	GCF_002603305.1_00046	hypothetical protein
GCA_014070475.1_00023	GCA_014070475.1_00023	hypothetical protein
GCA_014070475.1_00023	GCF_002603305.1_00044	hypothetical protein
GCA_014070475.1_00024	GCA_014070475.1_00024	hypothetical protein
GCA_014070475.1_00024	GCF_002603305.1_00043	hypothetical protein
GCA_014070475.1_00026	GCA_014070475.1_00026	nucleotide pyrophosphohydrolase domain protein
GCA_014070475.1_00026	GCF_002603305.1_00041	endonuclease VII
GCA_014071195.1_00021	GCA_014071195.1_00021	hypothetical protein
GCA_014071195.1_00021	GCA_013112095.1_00021	hypothetical protein
GCA_014071195.1_00028	GCA_014071195.1_00028	hypothetical protein
GCA_014071195.1_00028	GCA_013112095.1_00027	hypothetical protein
GCA_014183355.1_00001	GCA_014183355.1_00001	hypothetical protein
GCA_014183355.1_00001	GCA_013268015.1_00001	hypothetical protein
GCA_014183355.1_00001	GCA_014488785.1_00047	hypothetical protein
GCA_014183355.1_00001	GCA_020892805.1_00006	hypothetical protein
GCA_014183355.1_00001	GCA_020892815.1_00006	hypothetical protein
GCA_014183355.1_00001	GCA_021355235.1_00045	hypothetical protein
GCA_014183355.1_00001	GCA_024381265.1_00039	hypothetical protein
GCA_014183355.1_00001	GCA_026898355.1_00015	hypothetical protein
GCA_014183355.1_00001	GCF_001503655.1_00043	hypothetical protein
GCA_014183355.1_00001	GCF_001504455.1_00006	hypothetical protein
GCA_014183355.1_00001	GCF_001755025.1_00046	hypothetical protein
GCA_014183355.1_00001	GCF_002615605.1_00050	hypothetical protein
GCA_014183355.1_00001	GCF_002990805.1_00047	Phage protein
GCA_014183355.1_00001	GCF_003307575.1_00008	hypothetical protein
GCA_014183355.1_00001	GCF_003861675.1_00001	hypothetical protein
GCA_014183355.1_00001	GCA_005891925.1_00048	hypothetical protein
GCA_014183355.1_00001	GCA_008220945.1_00014	hypothetical protein
GCA_014183355.1_00001	GCA_008704695.1_00004	hypothetical protein
GCA_014183355.1_00001	GCA_009672345.1_00048	hypothetical protein
GCA_014183355.1_00001	GCA_014514895.1_00007	hypothetical protein
GCA_014183355.1_00001	GCA_014518185.1_00008	hypothetical protein
GCA_014183355.1_00001	GCA_017347925.1_00036	hypothetical protein
GCA_014183355.1_00001	GCA_019095835.1_00017	hypothetical protein
GCA_014183355.1_00001	GCA_020493625.1_00003	hypothetical protein
GCA_014183355.1_00001	GCA_020523215.1_00027	hypothetical protein
GCA_014183355.1_00001	GCA_023731615.1_00027	hypothetical protein
GCA_014183355.1_00001	GCA_023731885.1_00006	hypothetical protein
GCA_014183355.1_00001	GCA_023731895.1_00040	hypothetical protein
GCA_014183355.1_00001	GCA_024384215.1_00019	hypothetical protein
GCA_014183355.1_00001	GCA_024606145.1_00047	hypothetical protein
GCA_014183355.1_00001	GCA_024606195.1_00047	hypothetical protein
GCA_014183355.1_00001	GCA_025085835.1_00047	hypothetical protein
GCA_014183355.1_00001	GCA_025085845.1_00048	hypothetical protein
GCA_014183355.1_00001	GCA_025085855.1_00043	hypothetical protein
GCA_014183355.1_00001	GCA_025515725.1_00047	hypothetical protein
GCA_014183355.1_00001	GCA_025515735.1_00047	hypothetical protein
GCA_014183355.1_00001	GCA_025860385.1_00043	hypothetical protein
GCA_014183355.1_00001	GCA_026981275.1_00006	hypothetical protein
GCA_014183355.1_00001	GCA_028674795.1_00041	hypothetical protein
GCA_014183355.1_00001	GCF_001550525.1_00029	hypothetical protein
GCA_014183355.1_00001	GCF_002610185.1_00014	hypothetical protein
GCA_014183355.1_00001	GCF_002612345.1_00023	hypothetical protein
GCA_014183355.1_00001	GCF_002628045.1_00046	hypothetical protein
GCA_014183355.1_00001	GCF_002628105.1_00045	hypothetical protein
GCA_014183355.1_00001	GCF_002956045.1_00048	hypothetical protein
GCA_014183355.1_00001	GCF_003575705.1_00048	putative transmembrane protein
GCA_014183355.1_00001	GCF_021864085.1_00033	hypothetical protein
GCA_014183355.1_00001	GCA_002600005.1_00049	hypothetical protein
GCA_014183355.1_00001	GCA_002991145.1_00051	hypothetical protein
GCA_014183355.1_00001	GCA_009708635.1_00006	hypothetical protein
GCA_014183355.1_00001	GCA_009909595.1_00001	hypothetical protein
GCA_014183355.1_00001	GCA_013133605.1_00001	hypothetical protein
GCA_014183355.1_00001	GCA_015296585.1_00039	hypothetical protein
GCA_014183355.1_00001	GCA_019089585.1_00043	hypothetical protein
GCA_014183355.1_00001	GCA_019089595.1_00043	hypothetical protein
GCA_014183355.1_00001	GCA_020484065.1_00047	hypothetical protein
GCA_014183355.1_00001	GCA_020489705.1_00050	hypothetical protein
GCA_014183355.1_00001	GCA_020490095.1_00051	hypothetical protein
GCA_014183355.1_00001	GCA_020892785.1_00006	hypothetical protein
GCA_014183355.1_00001	GCA_020892795.1_00005	hypothetical protein
GCA_014183355.1_00001	GCA_023731785.1_00046	hypothetical protein
GCA_014183355.1_00001	GCA_023731865.1_00008	hypothetical protein
GCA_014183355.1_00001	GCA_025727355.1_00016	hypothetical protein
GCA_014183355.1_00001	GCF_001041375.1_00008	hypothetical protein
GCA_014183355.1_00001	GCF_001744055.1_00052	hypothetical protein
GCA_014183355.1_00001	GCF_002958515.1_00006	hypothetical protein
GCA_014183355.1_00001	GCF_003613655.1_00049	hypothetical protein
GCA_014183355.1_00001	GCF_003613975.1_00046	hypothetical protein
GCA_014183355.1_00001	GCF_004338395.1_00007	hypothetical protein
GCA_014183355.1_00001	GCF_002997865.1_00048	hypothetical protein
GCA_014183355.1_00001	GCF_000903135.1_00048	hypothetical protein
GCA_014183355.1_00001	GCA_008215485.1_00048	hypothetical protein
GCA_014183355.1_00001	GCA_008215585.1_00052	hypothetical protein
GCA_014183355.1_00001	GCA_008215665.1_00048	hypothetical protein
